,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10,cluster
652,Mechanical Designer,Video productionCommunicationComputer-assisted design (CAO)SOLIDWORKSPilotageANSYS,['Skills: Computer-assisted design (CAO) · SOLIDWORKS · ANSYS · CATIA'],Skills: Computer-assisted design (CAO) · SOLIDWORKS · ANSYS · CATIA,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
653,Technical Manager,JavaScriptMySQLPHPJavaHTMLXML,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
654,Method Engineer,Design OfficeComputer-assisted design (CAO)SOLIDWORKSCATIAMastercamComputer Digital Control (CNC),['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
655,Main Digital Catalyst & Founder,Project managementStrategyEnglishInnovation ManagementEntrepreneurshipContract Management,"['I am the Founder and Senior Consultant at DC CONSULTANTS. We act as Digital Catalyst on all our AGILE and Digital Transformation projects.', '', 'Today I manage a team of consultants, and speak to ISDs, HRDs, Transformation Directors for advice, training and tools.', '', 'Roles occupied at our customers : ', '- Leader Transformation', '- Agile Coach', '- Release Train Engineer (RTE)', '- Product Owner', '- Project Director', '- Data project Director', '', 'Clients:', '', 'BNP PARIBAS, PCBE GROUP, IMERYS, ACCOR, many SMEs and ETI.', '', ""I also enliven our community of 3000 members with content, meetings, sharing experiences to enrich each other's skills.""]",I am the Founder and Senior Consultant at DC CONSULTANTS. We act as Digital Catalyst on all our AGILE and Digital Transformation projects.,unknown,"Today I manage a team of consultants, and speak to ISDs, HRDs, Transformation Directors for advice, training and tools.",unknown,Roles occupied at our customers : ,- Leader Transformation,- Agile Coach,- Release Train Engineer (RTE),- Product Owner,- Project Director,0.0
656,Senior software engineer,MySQLProject ManagementProgram ManagementChange ManagementITILBusiness Analysis,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
657,Computer developer,JavaAndroidSwiftC#.NET frameworkHTML5,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
658,Senior Developer Engineer Odoo,ERPJavaWordPressSQLJava Enterprise EditionProject Management,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
659,Mechanical design engineer,3D PrintingFinish Element Analysis (FEA)Visual Basic for Applications (VBA)Cost AccountingComputer-Helped Design (CAD)Lean Six Sigma,"['- Study, Design and Development of Industrial Machinery', '- Preparation of technical documents', '- Estimation of costs', '- 3D printing', '- Development and implementation of SW VBA macros']","- Study, Design and Development of Industrial Machinery",- Preparation of technical documents,- Estimation of costs,- 3D printing,- Development and implementation of SW VBA macros,unknown,unknown,unknown,unknown,unknown,0.0
660,Software developer,PythonJavaScriptJava Enterprise EditionJavaDjangoCascading Style Sheets (CSS),['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
661,Industrial cold engineer ,AutoCADReviveMatlabThermodynamicsCold chainunknown,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
662,University teacher,C/C++ STLPHP7C#JavaWeb contentWeb Programming,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
663,Senior Industrial Maintenance Technician,Microsoft OfficeMicrosoft ExcelMicrosoft WordEngineeringMechanical engineeringMicrosoft PowerPoint,"['-Preventive and curative maintenance of production equipment ', '-Assist in the qualification of machinery and production equipment.', '-Ensure stock management of ""PDR"" spare parts of production equipment.', '-Ensure the implementation of preventive maintenance plans for the equipment and its implementation.', '-Following the proper functioning of the HVAC system from the GTC', '-Follow-up on the GMAO', '-FAT in Germany 2016 and install new production equipment', '-Dedication of instructions for preventive maintenance of machinery and production equipment', '-FAT in Germany 2019 and installation of equipment for new zone']",-Preventive and curative maintenance of production equipment ,-Assist in the qualification of machinery and production equipment.,"-Ensure stock management of ""PDR"" spare parts of production equipment.",-Ensure the implementation of preventive maintenance plans for the equipment and its implementation.,-Following the proper functioning of the HVAC system from the GTC,-Follow-up on the GMAO,-FAT in Germany 2016 and install new production equipment,-Dedication of instructions for preventive maintenance of machinery and production equipment,-FAT in Germany 2019 and installation of equipment for new zone,unknown,0.0
664,Software Engineering student,AngularJSSpring BootjavaJavaScriptBootstrapPHP,['المهارا的: AngularJS · Spring Boot · java · JavaScript · Bootstrap · PhpMyAdmin · Cascading Style Sheets (CSS) · C (Programming Language) · Oracle SQL Developer · Linux'],المهارا的: AngularJS · Spring Boot · java · JavaScript · Bootstrap · PhpMyAdmin · Cascading Style Sheets (CSS) · C (Programming Language) · Oracle SQL Developer · Linux,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
665,Frontend Developer,Material-IUTailwind CSSUnified Modeling Language (UML)ScrumSymfony FrameworkReact.js,['المهارا的: Material-UI · Tailwind CSS · React.js · Cascading Style Sheets (CSS) · HTML · JavaScript'],المهارا的: Material-UI · Tailwind CSS · React.js · Cascading Style Sheets (CSS) · HTML · JavaScript,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
666,Software Engineer,Next.jsReact.jsFront-End DevelopmentWeb DevelopmentGraphic DesignOracle Database,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
667,Junior Software Engineer,JavaPython (Programming Language)GitC#JavaScriptjQuery,['المهارا体: Java · Python (Programming Language) · Git · C# · JavaScript · jQuery · C (Programming Language) · PHP · TypeScript · HTML5'],المهارا体: Java · Python (Programming Language) · Git · C# · JavaScript · jQuery · C (Programming Language) · PHP · TypeScript · HTML5,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
668,Freelance,JavaScriptPHPSymfony FrameworkCss3DjangoAngular,['المهارا的: JavaScript · PHP · Symfony Framework'],المهارا的: JavaScript · PHP · Symfony Framework,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
669,Member of the Human Resources Team,Android StudioWeb developmentJavaGitPython (programming language)Machine Learning,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
670,Microsoft Technical Consultant,EnglishLeadershipAdobe PhotoshopBlenderHTML5Cascading Style Sheets (CSS),['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
671,Software Engineering intern at Edutest Group,Information technologyPHPunknownunknownunknownunknown,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
672,Quality Assurance Engineer,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
673,Media team member ,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
674,Software Developer Internal,Programming cHTML5JavaScriptjQueryCSSBootstrap,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
675,Blockchain Internal,Jakarta EEUMLSpring BootAngularJSNode.jsExpress.js,"['""MetaSports"" : Development of a platform that contains different features Stadium, museum, 3D games...', '- Creation of a marketplace to sell match tickets in the metaverse. ', '- Implementation of DID (Decentralized identity management) for the purchase and sale of NFTs and various transactions...', '-Establishment of a DAO (Decentralized Autonomous Organisations): campaign creation for the price of tickets...']","""MetaSports"" : Development of a platform that contains different features Stadium, museum, 3D games...",- Creation of a marketplace to sell match tickets in the metaverse. ,- Implementation of DID (Decentralized identity management) for the purchase and sale of NFTs and various transactions...,-Establishment of a DAO (Decentralized Autonomous Organisations): campaign creation for the price of tickets...,unknown,unknown,unknown,unknown,unknown,unknown,0.0
676,Software Developer,PythonSpring BootProgrammingdockerSpring DataSpring Security,['المهارا的: docker · Spring Data · Spring Security · Spring Integration · Jenkins · Kanban · Spring Boot · JIRA · Scrum · Bitbucket · Confluence · Bamboo · Java'],المهارا的: docker · Spring Data · Spring Security · Spring Integration · Jenkins · Kanban · Spring Boot · JIRA · Scrum · Bitbucket · Confluence · Bamboo · Java,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
677,Full-stack Developer,Big DataSQL NoMySQLPHPJavaGitlab,"['Project: Development and realization of a platform to order and deliver meals.', 'Participation in the various Scrum ceremonies (Daily meeting, Sprint planning...)', 'Design of the application database', 'Development of Back-end and Front-end games with Angular and Symfony Reading and analyzing functional documents before the start of each Sprint', 'Generation of tickets on Jira', 'Unvelop APIs and test with Swagger', 'Management of anomalies and conflicts via Git', 'Fixed bugs and revised code to improve application performance', 'Keywords :Docker, GitLab, PostgreSQL, Angular, Ionic, Symfony, Jira, AWS']",Project: Development and realization of a platform to order and deliver meals.,"Participation in the various Scrum ceremonies (Daily meeting, Sprint planning...)",Design of the application database,Development of Back-end and Front-end games with Angular and Symfony Reading and analyzing functional documents before the start of each Sprint,Generation of tickets on Jira,Unvelop APIs and test with Swagger,Management of anomalies and conflicts via Git,Fixed bugs and revised code to improve application performance,"Keywords :Docker, GitLab, PostgreSQL, Angular, Ionic, Symfony, Jira, AWS",unknown,4.0
678,Summer Internship,SQLMachine LearningMicrosoft AzureSpring FrameworkAngularPython (Programming Language),['المهارا体: SQL · Machine Learning · Microsoft Azure · Python (Programming Language) · View.js · JavaScript · View'],المهارا体: SQL · Machine Learning · Microsoft Azure · Python (Programming Language) · View.js · JavaScript · View,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
679,In-company immersion course,Spring BootLaravelDesign ThinkingAdobe XDPL/SQLScrum,['Design and implementation of an internal communication web application'],Design and implementation of an internal communication web application,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
680,Web Developer,Agile methodsReact.jsSpring BootHTML.NET frameworkSymfony Framework,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
681,Computer Software Engineer,MatlabSoftware designVisual Basic.NET (VB.NET)C++Database administrationJavaScript,['المهاراю: Object-oriented programming (POO) · Kotlin · SQL'],المهاراю: Object-oriented programming (POO) · Kotlin · SQL,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
682,"Developer software engineering (Java/Spring boot, Angular) ",AngularSpring BootDevOpsJenkinsMavenSonarqube,"['Design and development of an employability platform with a personality prediction system.', 'Design of the overall application architecture.', 'Authentication, Security (JWT).', 'Profile management.', 'Management of Candidates.', 'Management of prediction module.', 'Implementation of micro-services.']",Design and development of an employability platform with a personality prediction system.,Design of the overall application architecture.,"Authentication, Security (JWT).",Profile management.,Management of Candidates.,Management of prediction module.,Implementation of micro-services.,unknown,unknown,unknown,0.0
683,Internal,Codename OneJavaFXJavaC#QtC++,"['Human and social training internship:', '- Working in the Vaccine Campaign', '- Handling citizens complaints about the covid vaccine and the evax platform', '- Organizing the waiting queue to get the vaccine', '- help the citizens throughout the vaccination process']",Human and social training internship:,- Working in the Vaccine Campaign,- Handling citizens complaints about the covid vaccine and the evax platform,- Organizing the waiting queue to get the vaccine,- help the citizens throughout the vaccination process,unknown,unknown,unknown,unknown,unknown,0.0
684,Ingenious training course,AngularBig data.NET frameworkSymfony FrameworkMicrosoft Power BIDevOps,"['During this internship, I made the migration of the backend part of the sourcing force solution (e-purchase B2B solution) from Symfony 3.4 to Symfony 6.']","During this internship, I made the migration of the backend part of the sourcing force solution (e-purchase B2B solution) from Symfony 3.4 to Symfony 6.",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
685,Full-stack Developer,AngularJSReact.jsBootstrapNode.jsExpress.jsSpring Boot,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4.0
686,Software Developer,Oracle DatabaseSpring BootGitHubLaravelPHPXAMPP,['Development of an E-commerce website<houchena>'],Development of an E-commerce website<houchena>,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
687,Software Engineer,TeamworkTeam LeadershipLeadershipProblem solvingCommunicationSpring Boot,['المهارا的: Spring Boot · keyclock · OpenSearch · Consul · Angular'],المهارا的: Spring Boot · keyclock · OpenSearch · Consul · Angular,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
688,Software Engineering Student,TeamworkEngineeringEnglishHR ManagementArabicJava,['المهارا的: Teamwork · Engineering'],المهارا的: Teamwork · Engineering,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
689,Internal at the ISD,EngineeringCommunicationAdobe PhotoshopAdobe Illustratorunknownunknown,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
690,web3 developer,PHPHTML5JavaScriptHTMLNode.jsLaravel,"[""I'm currently a we3 developer at Lightency.""]",I'm currently a we3 developer at Lightency.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
691,devsecops Specialist,Service-Oriented Architecture (SOA)Object-Oriented Programming (OOP)AlgorithmsSpring BootAnsibleUnified Modeling Language (UML),['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
692,Intern in Web Development,AngularJSReact.jsData MiningMongoDBGitHubSpring Security,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
693,Developer,SonarqubeREST APIUnit testFull-stack developmentAngularScrum,['المهارا的: REST API · Full-stack development · Angular · Scrum · Git'],المهارا的: REST API · Full-stack development · Angular · Scrum · Git,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4.0
694,Internal,TypeScriptAngularNode.jsGitGitHubIonic,['المهارا体: TypeScript · Angular · Node.js · Git · GitHub · Ionic · JavaScript'],المهارا体: TypeScript · Angular · Node.js · Git · GitHub · Ionic · JavaScript,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
695,Software Developer,JavaSpringUnified Modeling Language (UML)PhpMyAdminMySQLSpring boot,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
696,Confirmed Software Developer,PythonDjangoJavaMySqlSQLSelenium,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
697,Internal,Web developmentC++Cascading Style Sheets (CSS)Dynamic HTMLunknownunknown,['المهارا体: Web development · C++ · Cascading style sheets (CSS) · Dynamic HTML'],المهارا体: Web development · C++ · Cascading style sheets (CSS) · Dynamic HTML,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
698,Software Designer,JavaPHPJavaScriptbootstrapHTML5css,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
699,Software Engineer,PostgreSQLMongoDBFastAPIScrumBack-End Web DevelopmentConcept Development,['المهارا的: PostgreSQL · MongoDB · FastAPI · Python (Programming Language)'],المهارا的: PostgreSQL · MongoDB · FastAPI · Python (Programming Language),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
700,Engineering course Angular/Spring,SQLrest apoSassHTMLCascading Style Sheets (CSS)Bootstrap,['المهارا的: rest apo · Sass · HTML · Bootstrap · Angular · MySQL · Spring Boot'],المهارا的: rest apo · Sass · HTML · Bootstrap · Angular · MySQL · Spring Boot,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
701,SOFTWARE ENGINEERING STUDENT,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
702,Software Engineer Internal,Talend Open StudioData IntegrationJavaJavaScriptPython (Programming Language)Adaptability,"['• Analyze the functional and technical specifications in order to write the tests.', '• Manually test the user stories delivered by the development team.', '• Execution of manual tests of APIs developed with Swagger UI.', '• Collaborate with developers to ensure binding and secure releases.', '• Write and keep up to date documentation.']",• Analyze the functional and technical specifications in order to write the tests.,• Manually test the user stories delivered by the development team.,• Execution of manual tests of APIs developed with Swagger UI.,• Collaborate with developers to ensure binding and secure releases.,• Write and keep up to date documentation.,unknown,unknown,unknown,unknown,unknown,5.0
703,Software Engineering Internal,Help Desk SupportMEAN StackMean StackReact.jsPHPPostgreSQL,['المهارا体: React.js · PHP · PostgreSQL · Cypress · Istanbul.js'],المهارا体: React.js · PHP · PostgreSQL · Cypress · Istanbul.js,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
704,Engineering course,DevOpsMachine LearningScrumPL/SQLReact.jsAngular,['Web application to a dependency with fictitious APIs whose purpose is to test the Rest APIs even before they are put online.'],Web application to a dependency with fictitious APIs whose purpose is to test the Rest APIs even before they are put online.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
705,Member,React.jsNode.jsMongoDBExpress.jsPHPc/,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
706,web development ,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
707,Mobile Developer,Node.jsAngularFirebasePostgreSQLFlutterJava,['المهارا的: Firebase · PostgreSQL · Node.js · Flutter'],المهارا的: Firebase · PostgreSQL · Node.js · Flutter,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
708,Full-stack Developer,QuarkusReact.jsSymfony FrameworkHTML5CSSUnified Modeling Language (UML),['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4.0
709,RCS Developer,AngularJSNode.jsTypeScriptExpress.jsSQL NoMongoDB,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
710,Software Developer,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
711,Computer Science Teacher,Javaspring bootDjangoSoftware DevelopmentResearchJava EE,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
712,Frontend Developer,Framework SpringC (programming language)JavaHTMLFront-end developmentSQL,['Subject: Development of a mobile app for culinary recommendations'],Subject: Development of a mobile app for culinary recommendations,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
713,Engineering course,HTMLAngularNode.jsReact.jsJavaScriptWeb development,['Development and design of a web application to manage integration projects.'],Development and design of a web application to manage integration projects.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
714,Software Architecture Engineer,Spring BootAngularBusiness Intelligence (BI).NET CoreProject ManagementASP.NET Core,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
715,Trainee Engineer IT Full-stack,JavaScriptJavaGitHubPHPSymfony FrameworkMySQL,"['I joined a team composed of 3 people, We worked with the agile scrum methodology to make the design (Diagrams + Project Management...) as well as in the development part of an E-commerce application', 'Keywords : SpringBoot, Angular, MongoDB, MaterialUI, BootStrap, Git, GitLab, SCRUM, JIRA']","I joined a team composed of 3 people, We worked with the agile scrum methodology to make the design (Diagrams + Project Management...) as well as in the development part of an E-commerce application","Keywords : SpringBoot, Angular, MongoDB, MaterialUI, BootStrap, Git, GitLab, SCRUM, JIRA",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,4.0
716,PHP Web Developer,Spring BootSymfonyFramework SpringAngularJSScrumPL/SQL,['المهارا的: Symfony'],المهارا的: Symfony,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
717,Internship Trainee,NetworkingTelecommunicationsModeling and SimulationWeb DevelopmentEnglishCommunication Equipment,"['Complete the end of studies project entitled ""Resolution and implementation of a captive portal "" which essentially includes two parts: Modeling and simulation of network topology and the creation of a website']","Complete the end of studies project entitled ""Resolution and implementation of a captive portal "" which essentially includes two parts: Modeling and simulation of network topology and the creation of a website",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
718,Software Engineering,iOS DevelopmentDevelopment for AndroidAngularScrumLinux System AdministrationReact.js,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,5.0
719,JAVA Teacher,Strategic planningProduct designResearchTeamworkPublic speakingTeam consolidation,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
720,Member,WordPressDevelopment of mobile applicationspitchingTeam LeadershipTeamworksoft skills,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
721,Junior AI Engineer,RPython (programming language)JavaSQLPL/SQLOracle SQL Developer,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
722,Chargé d'Études Actuarielles,Project managementEngineeringData scienceFinanceActuariesMicrosoft Azure Machine Learning,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
723,Business Intelligence Consultant,"Decision-making informaticsSQL Server Integration Services (SSIS)PowerBITransact-SQL (T-SQL)Extract, Transform, Load (ETL)Data Management","['- Provide business intelligence, data analytics, metrics, and reporting.', '- Various data management tools and applications to create innovative reports, analytics, and visualizations.', '- Translate policy and strategic initiatives into quantitative data analysis and investigative data research.', '- Support process design, development, improvement, and implementation/user adoption.', '- Support project management activities.']","- Provide business intelligence, data analytics, metrics, and reporting.","- Various data management tools and applications to create innovative reports, analytics, and visualizations.",- Translate policy and strategic initiatives into quantitative data analysis and investigative data research.,"- Support process design, development, improvement, and implementation/user adoption.",- Support project management activities.,unknown,unknown,unknown,unknown,unknown,2.0
724,Full Stack Developer,Software DevelopmentNode.jsReactWeb DevelopmentMathematicsScrum,"['• Led daily scrums to discussions current day-s goals, previous day-s achievements, and', 'any impediments or concerns in an Agile Scrum environment.', '• Involved in all the internships of Software Development Life Cycle like Application', 'Design, Development, Debugging and Testing all applications.', '• Build a Cross-Platform Mobile Application.']","• Led daily scrums to discussions current day-s goals, previous day-s achievements, and",any impediments or concerns in an Agile Scrum environment.,• Involved in all the internships of Software Development Life Cycle like Application,"Design, Development, Debugging and Testing all applications.",• Build a Cross-Platform Mobile Application.,unknown,unknown,unknown,unknown,unknown,4.0
725,DevOps Cloud Support Engineer (Containers),FargatAmazon EC2Amazon EKSAmazon Elastic Container Registry (ECR)FargateAmazon VPC,['DevOps Cloud Support Engineer at AWS Deployment team.'],DevOps Cloud Support Engineer at AWS Deployment team.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,3.0
726,Developer and Mobile Services Cloud Support Engineer,iOSSwiftObjective-CXcodeRxSwiftGit,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
727,Data Analyst,"Power BITalendPythonExtract, transform, load (ETL)Data analysisSQL Server Integration Services (SSIS)",['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1.0
728,Business Intelligence Internal,TelecommunicationsMicrosoft WordStrategic planningBusiness intelligenceBig dataData analysis,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
729,BI Consultant,JavaCJavaScriptTalend Open StudioPower BIData analysis,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
730,Teacher trainer,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
731,Business Intelligence Internal,DevOpsAngularSpring BootMicrosoft Power BIBusiness Intelligence (BI)Big Data,['Skills: Business Intelligence (BI) · Web Development · SQL Server Integration Services (SSIS)'],Skills: Business Intelligence (BI) · Web Development · SQL Server Integration Services (SSIS),unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
732,Student Internship,Cisco NetworkingPythonSymfony FrameworkJavaCybersecurityvpn,['The php language and the Laravel framework were used to create a web application for enterprise administration ERP.'],The php language and the Laravel framework were used to create a web application for enterprise administration ERP.,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
733,ERP-BI internal,JavaMusicDecision-making informaticsSelf-confidenceControl of angerPsychology of counsel,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
734,Business Intelligence Internal,Data AnalysisData VisualizationData ModelingData AnalyticsData CollectionMicrosoft Power BI,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
735,Business Intelligence Engineer,"Extract, Transform, Load (ETL)SQLMDXMySQLAnalysis servicesMicrosoft Power BI",['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
736,Data Analyst Internal,FrenchEngineersManagementMicrosoft OfficeLeadershipunknown,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,1.0
737,Consultant Business Intelligence,IBM Cognos AnalyticsDataStageDecision-making informaticsBig DataPythonscrum,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
738,Junior Business Intelligence developer,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
739,Business Intelligence Internal,Machine LearningArtificial Intelligence (AI)JavaPython (Programming Language)Database Management System (DBMS)C (Programming Language),['Skills: Microsoft Excel'],Skills: Microsoft Excel,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
740,Business Intelligence Trainee,ETL toolsPython (programming language)Microsoft Power BIRAccountingBig data,"['Project Internship End of Study: ', '-Realization of the functional study.', '-Participation in all phases of ETL. ', '-Dashboard development.', '-Prediction using Machine learning algorithms.', '-Integrate the solution into a web interface using the Django Framework.']",Project Internship End of Study: ,-Realization of the functional study.,-Participation in all phases of ETL. ,-Dashboard development.,-Prediction using Machine learning algorithms.,-Integrate the solution into a web interface using the Django Framework.,unknown,unknown,unknown,unknown,2.0
741,Business Intelligence Consultant,ETL ToolsSQLBusiness Intelligence (BI)SQL Server Integration Services (SSIS)Python (Programming Language)Talend Open Studio,['Skills: ETL Tools · SQL · Business Intelligence (BI) · Python (Programming Language) · Talend Open Studio · Microsoft Excel · Microsoft Power BI'],Skills: ETL Tools · SQL · Business Intelligence (BI) · Python (Programming Language) · Talend Open Studio · Microsoft Excel · Microsoft Power BI,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
742,ERP-BI Internal at Adwya,ERPSQL Server Integration Services (SSIS)HadoopMapReduceSpring BootMicrosoft Power BI,['Study and Administration of The ERP SageX3'],Study and Administration of The ERP SageX3,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,0.0
743,Business Intelligence Engineer,JavaWeb applicationsBusinessPostman APISpring BootC#,['unknown'],unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2.0
