,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10
891,Full Stack Developer,Software DevelopmentNode.jsReactWeb DevelopmentMathematicsScrum,"['• Led daily scrums to discussions current day-s goals, previous day-s achievements, and', 'any impediments or concerns in an Agile Scrum environment.', '• Involved in all the internships of Software Development Life Cycle like Application', 'Design, Development, Debugging and Testing all applications.', '• Build a Cross-Platform Mobile Application.']","• Led daily scrums to discussions current day-s goals, previous day-s achievements, and",any impediments or concerns in an Agile Scrum environment.,• Involved in all the internships of Software Development Life Cycle like Application,"Design, Development, Debugging and Testing all applications.",• Build a Cross-Platform Mobile Application.,,,,,
892,DevOps Cloud Support Engineer (Containers),FargatAmazon EC2Amazon EKSAmazon Elastic Container Registry (ECR)FargateAmazon VPC,['DevOps Cloud Support Engineer at AWS Deployment team.'],DevOps Cloud Support Engineer at AWS Deployment team.,,,,,,,,,
893,Developer and Mobile Services Cloud Support Engineer,iOSSwiftObjective-CXcodeRxSwiftGit,['unknown'],unknown,,,,,,,,,
894,Data Analyst,"Power BITalendPythonExtract, transform, load (ETL)Data analysisSQL Server Integration Services (SSIS)",['unknown'],unknown,,,,,,,,,
895,Business Intelligence Internal,TelecommunicationsMicrosoft WordStrategic planningBusiness intelligenceBig dataData analysis,['unknown'],unknown,,,,,,,,,
896,BI Consultant,JavaCJavaScriptTalend Open StudioPower BIData analysis,['unknown'],unknown,,,,,,,,,
897,Teacher trainer,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,,,,,,,,,
898,Business Intelligence Internal,DevOpsAngularSpring BootMicrosoft Power BIBusiness Intelligence (BI)Big Data,['Skills: Business Intelligence (BI) · Web Development · SQL Server Integration Services (SSIS)'],Skills: Business Intelligence (BI) · Web Development · SQL Server Integration Services (SSIS),,,,,,,,,
899,Student Internship,Cisco NetworkingPythonSymfony FrameworkJavaCybersecurityvpn,['The php language and the Laravel framework were used to create a web application for enterprise administration ERP.'],The php language and the Laravel framework were used to create a web application for enterprise administration ERP.,,,,,,,,,
900,unknown,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,,,,,,,,,
901,ERP-BI internal,JavaMusicDecision-making informaticsSelf-confidenceControl of angerPsychology of counsel,['unknown'],unknown,,,,,,,,,
902,Business Intelligence Internal,Data AnalysisData VisualizationData ModelingData AnalyticsData CollectionMicrosoft Power BI,['unknown'],unknown,,,,,,,,,
903,Trainee,EnglishEngineeringLeadershipPresentationsMarketingCommunication,['Back-development'],Back-development,,,,,,,,,
904,Business Intelligence Engineer,"Extract, Transform, Load (ETL)SQLMDXMySQLAnalysis servicesMicrosoft Power BI",['unknown'],unknown,,,,,,,,,
905,Data Analyst Internal,FrenchEngineersManagementMicrosoft OfficeLeadershipunknown,['unknown'],unknown,,,,,,,,,
906,Consultant Business Intelligence,IBM Cognos AnalyticsDataStageDecision-making informaticsBig DataPythonscrum,['unknown'],unknown,,,,,,,,,
907,Junior Business Intelligence developer,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,,,,,,,,,
908,Business Intelligence Internal,Machine LearningArtificial Intelligence (AI)JavaPython (Programming Language)Database Management System (DBMS)C (Programming Language),['Skills: Microsoft Excel'],Skills: Microsoft Excel,,,,,,,,,
909,Business Intelligence Trainee,ETL toolsPython (programming language)Microsoft Power BIRAccountingBig data,"['Project Internship End of Study: ', '-Realization of the functional study.', '-Participation in all phases of ETL. ', '-Dashboard development.', '-Prediction using Machine learning algorithms.', '-Integrate the solution into a web interface using the Django Framework.']",Project Internship End of Study: ,-Realization of the functional study.,-Participation in all phases of ETL. ,-Dashboard development.,-Prediction using Machine learning algorithms.,-Integrate the solution into a web interface using the Django Framework.,,,,
910,Business Intelligence Consultant,ETL ToolsSQLBusiness Intelligence (BI)SQL Server Integration Services (SSIS)Python (Programming Language)Talend Open Studio,['Skills: ETL Tools · SQL · Business Intelligence (BI) · Python (Programming Language) · Talend Open Studio · Microsoft Excel · Microsoft Power BI'],Skills: ETL Tools · SQL · Business Intelligence (BI) · Python (Programming Language) · Talend Open Studio · Microsoft Excel · Microsoft Power BI,,,,,,,,,
911,ERP-BI Internal at Adwya,ERPSQL Server Integration Services (SSIS)HadoopMapReduceSpring BootMicrosoft Power BI,['Study and Administration of The ERP SageX3'],Study and Administration of The ERP SageX3,,,,,,,,,
912,Business Intelligence Engineer,JavaWeb applicationsBusinessPostman APISpring BootC#,['unknown'],unknown,,,,,,,,,
913,Data的 Business Intelligence Consultant,Informatica PowerCenterMicrosoft Power BIData AnalysisPL/SQLJavaProject Engineering,"['• Informatica Powercenter Consultant', '', ""- Managing VWFS's decision-making system"", '- Development of mappings/workflows under Informatica Powercenter.', '- Preparation of SQL scripts (table creation scripts, queries to check the correct calculation of KPIs).', '', '• Technical environment: Oracle, Informatica PowerCenter, SAP BO, Jira, CyberArk, Oracle SQL Developer, GitLab']",• Informatica Powercenter Consultant,,- Managing VWFS's decision-making system,- Development of mappings/workflows under Informatica Powercenter.,"- Preparation of SQL scripts (table creation scripts, queries to check the correct calculation of KPIs).",,"• Technical environment: Oracle, Informatica PowerCenter, SAP BO, Jira, CyberArk, Oracle SQL Developer, GitLab",,,
914,Co-founder & CEO,ScrumOracle SQL DeveloperDatabase designApache KafkaSQLSQL Server Management Studio,['unknown'],unknown,,,,,,,,,
915,Data Analyst,Project managementSoftware developmentWeb developmentProgrammingJavaHTML5,['unknown'],unknown,,,,,,,,,
916,SAP Bases Consultant,Data Analysis Expressions (DAX)Automatic learningRProgrammingTalking in publicNeurolinguistic programming (NLP),['Study and configuration of MDM interfaces with SAP'],Study and configuration of MDM interfaces with SAP,,,,,,,,,
917,Data Engineer,Apache SparkScalaJiraTalendLearning by strengtheningSQL Server Integration Services (SSIS),"['Design Dashboards, developer, test, implementation of data ingestion, transformation, and extraction to and from Big Data/cloud Platforms.']","Design Dashboards, developer, test, implementation of data ingestion, transformation, and extraction to and from Big Data/cloud Platforms.",,,,,,,,,
918,Business Intelligence Analyst,LeadershipSocial networksphpJavaFXJ2EE Web ServicesMarketing,['unknown'],unknown,,,,,,,,,
919,Business intelligence analytics,"SQLDecision-making informaticsSQL Server Reporting Services (SSRS)Microsoft ExcelInformation technologyExtract, Transform, Load (ETL)","['- Collection and extraction of data sources.', '- Processing, operation and integration of data into a data warehouse.', '- Creation of dashboards, implementation of KPIs and reporting of performance to give a coherent vision of results to managers.']",- Collection and extraction of data sources.,"- Processing, operation and integration of data into a data warehouse.","- Creation of dashboards, implementation of KPIs and reporting of performance to give a coherent vision of results to managers.",,,,,,,
920,Engineer BI,Decision-making informaticsEnglishLeadershipMachine LearningScrumProject management,['unknown'],unknown,,,,,,,,,
921,Data & Analytics consultant,Machine LearningK-Nearest Neighbors (KNN)SQLTalendDAXPython (Programming Language),['unknown'],unknown,,,,,,,,,
922,Consultant Business Intelligence,Big DataData analysispythonAgile methodsShell ScriptScrum,"['Consultant Business intelligence ', 'Qlik Sense, Qlik View, MSBI, Talend']",Consultant Business intelligence ,"Qlik Sense, Qlik View, MSBI, Talend",,,,,,,,
923,Business Intelligence Engineer,Data AnalyticsGamingpythonMicrosoft Power BIMicrosoft ExcelGoogle Analytics,['unknown'],unknown,,,,,,,,,
924,Business Intelligence Consultant,Node.jsSpring Boot.NET FrameworkProject managementMicrosoft Power BISoftware development,"['Help clients to exploit their data and analyse their business for better decision-making through:', ' * Participation in the feeding phase.', ' * Participation in the modelling and storage phase.', ' *Participation in the visualization phase']",Help clients to exploit their data and analyse their business for better decision-making through:, * Participation in the feeding phase., * Participation in the modelling and storage phase., *Participation in the visualization phase,,,,,,
925,Business Intelligence Internal,Microsoft Power BITalend.NET CoreSymfony FrameworkSpring BootR,['unknown'],unknown,,,,,,,,,
926,unknown,Team LeadershipMicrosoft ExcelMicrosoft OfficeMusicPascalPython (Programming Language),['unknown'],unknown,,,,,,,,,
927,Business Intelligence Consultant,EngineeringProject ManagementEnglishResearchStrategyAnalytical Skills,['unknown'],unknown,,,,,,,,,
928,Business Intelligence Consultant,Business IntelligenceUMLWeb DevelopmentData MiningJavaR,['unknown'],unknown,,,,,,,,,
929,Developer front-end,AngularJSLaravelJavaScriptEnglishProject managementEngineering,['Skills: Laravel · JavaScript'],Skills: Laravel · JavaScript,,,,,,,,,
930,Consultant Business intelligence,SSISSSRSData WarehouseData MiningJavaMicrosoft SQL Server,"['Setting up a Datawarehouse:', '• Preparation of technical and functional documentation.', '• Modelling and mapping data from different sources to ODS and DWH databases.', '• Development of SSIS packages to load databases (initial and incremental).', '• Planning of loading jobs.', '• Optimization of SQL queries.', '• Creating relationships with Power BI', 'Technology:', '- Microsoft BI (SSIS), SQL Server, Erwin, Power BI.']",Setting up a Datawarehouse:,• Preparation of technical and functional documentation.,• Modelling and mapping data from different sources to ODS and DWH databases.,• Development of SSIS packages to load databases (initial and incremental).,• Planning of loading jobs.,• Optimization of SQL queries.,• Creating relationships with Power BI,Technology:,"- Microsoft BI (SSIS), SQL Server, Erwin, Power BI.",
931,Senior Graphic Designer,After EffectsMicrosoft Power BIPythonMERN StackBusiness AnalysisMarket Research,['Skills: After Effects · User Experience (UX) · Adobe Photoshop · Adobe Illustrator · Figma (Software)'],Skills: After Effects · User Experience (UX) · Adobe Photoshop · Adobe Illustrator · Figma (Software),,,,,,,,,
932,Data analytics internal,SQL Server Management StudioData analysisJasperReportsData explorationAngularJSR,"['Setting up a decision platform for a wimbee client using JasperReports', 'Keywords : SSMS, Talend, jaspersoft studio ']",Setting up a decision platform for a wimbee client using JasperReports,"Keywords : SSMS, Talend, jaspersoft studio ",,,,,,,,
933,Founder and Communication Manager,Graphic DesignPython (Programming Language)Natural Language Processing (NLP)Computer VisionPyTorchPython,['unknown'],unknown,,,,,,,,,
934,Business Intelligence Engineer,SAP Analytics CloudSAP BWSAP BISymfony FrameworkCascading Style Sheets (CSS)oracle apex,['Skills: SAP Analytics Cloud · SAP BW · SAP BI'],Skills: SAP Analytics Cloud · SAP BW · SAP BI,,,,,,,,,
935,Business Intelligence Internal,Customer Relationship Management (CRM)Digital TransformationBusiness Intelligence (BI)Microsoft Dynamics AXBusiness AnalysisHTML,['Skills: Business Intelligence (BI) · Microsoft Dynamics AX · SQL'],Skills: Business Intelligence (BI) · Microsoft Dynamics AX · SQL,,,,,,,,,
936,Data Analyst,Big Data AnalyticsData AnalysisData MiningHTMLCascading Style Sheets (CSS)JavaScript,['unknown'],unknown,,,,,,,,,
937,Business Intelligence Developer,Microsoft Power BIPython (programming language)R (programming language)Spring Boot.NET frameworkProject management,"['Development of a BI solution to help detect fraud in health insurance using power bi for reporting and data analysis.', 'this solution based on 3 steps:', '1/Data prepertion: data clearing with Python and R', '2/Elaborate the modelling phase', '3/Creating a predictive model']",Development of a BI solution to help detect fraud in health insurance using power bi for reporting and data analysis.,this solution based on 3 steps:,1/Data prepertion: data clearing with Python and R,2/Elaborate the modelling phase,3/Creating a predictive model,,,,,
938,unknown,Data ScienceMachine LearningPython (Programming Language)unknownunknownunknown,['unknown'],unknown,,,,,,,,,
939,Business Intelligence Internal,MongoDBDAXData AnalysisETL ToolsData MiningMicrosoft SQL Server,['Collateral management and analysis'],Collateral management and analysis,,,,,,,,,
940,Business Intelligence Internal,"Microsoft Power BISQL Server Management StudioMicrosoft SQL ServerExtract, Transform, Load (ETL)SQLPython (programming language)",['Skills: Microsoft Power BI · SQL Server Management Studio · Microsoft SQL Server · SQL'],Skills: Microsoft Power BI · SQL Server Management Studio · Microsoft SQL Server · SQL,,,,,,,,,
941,Business Intelligence Developer,"Extract, Transform, Load (ETL)SQLMicrosoft Power QuerypowerbiOracle SQL DeveloperMicrosoft SQL Server",['unknown'],unknown,,,,,,,,,
942,unknown,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,,,,,,,,,
943,web3 developer,PHPHTML5JavaScriptHTMLNode.jsLaravel,"[""I'm currently a we3 developer at Lightency.""]",I'm currently a we3 developer at Lightency.,,,,,,,,,
944,Business Intelligence Internal,Microsoft Power BITalendRPythonMicrosoft ExcelDecision-making informatics,['Skills: Microsoft Power BI · Talend · R · Microsoft Excel'],Skills: Microsoft Power BI · Talend · R · Microsoft Excel,,,,,,,,,
945,Student engineer,C++EngineeringProject managementHTML5CssJavaScript,['Skills: Databases'],Skills: Databases,,,,,,,,,
946,Consultant Business Intelligence,Data analysisBig Data AnalysisMicrosoft BI SuiteSQL NoMongoDBTalend,['unknown'],unknown,,,,,,,,,
947,Data Analyst,JIRATeamworkTableMySQLPawer biMicrosoft SQL Server,['Skills: JIRA · Teamwork · Tableau · MySQL · Microsoft Excel'],Skills: JIRA · Teamwork · Tableau · MySQL · Microsoft Excel,,,,,,,,,
948,Intern Data Analyst,SQL Server Integration Services (SSIS)SQL Server Analysis Services (SSAS)SQL Server Reporting Services (SSRS)SQL Server Management StudioMicrosoft SQL ServerMicrosoft Power BI,"['creation of a decision-making solution to analyze workload and capacity in order to estimate the number of hires in the next 5 years for all departments of the Airbus helicopter client.', '-Updating the Macro (VBA) of the various Excel files', '-Extraction, transformation and download of data', '-Deployment of OLAP cubes', '-Implementing dynamic decision-making relationships ', 'Environment: Visual Basic for Applications (VBA), Excel, SAP PCB', '', 'Implementation of a form for applications for the export control of Airbus helicopter, extraction of data and development of a dashboard in order to have a comprehensive and profound view of the analyses of the applications, their follow-up and their progress. ', '-Implementing a form for applications ', '-Implementing a website that allows users to track their requests. ', '-Extraction, transformation and download of data', '-Put in place a decision-making dashboard.', 'Environment : Google Forms, Google Sites, App Scripts, Data Studio']",creation of a decision-making solution to analyze workload and capacity in order to estimate the number of hires in the next 5 years for all departments of the Airbus helicopter client.,-Updating the Macro (VBA) of the various Excel files,"-Extraction, transformation and download of data",-Deployment of OLAP cubes,-Implementing dynamic decision-making relationships ,"Environment: Visual Basic for Applications (VBA), Excel, SAP PCB",,"Implementation of a form for applications for the export control of Airbus helicopter, extraction of data and development of a dashboard in order to have a comprehensive and profound view of the analyses of the applications, their follow-up and their progress. ",-Implementing a form for applications ,-Implementing a website that allows users to track their requests. 
949,Business Intelligence Consultant,SQL Server Management StudioBusiness Intelligence (BI)SQLMicrosoft Power BISQL Server Integration Services (SSIS)Python (Programming Language),"['National Observatory Project:', 'Drafting of technical and functional specifications', 'Development of different data integration packages', 'Cadming', 'Pilotage']",National Observatory Project:,Drafting of technical and functional specifications,Development of different data integration packages,Cadming,Pilotage,,,,,
950,Business Intelligence Developer,SQL Server Integration Services (SSIS)SQL Server Management StudioSQLSpring BootAngularData analysis,['unknown'],unknown,,,,,,,,,
951,Teacher-Trainer : BIG DATA,AndroidFirebaseTalend Open StudiopowerbiPython (programming language)Hadoop,['unknown'],unknown,,,,,,,,,
952,Full Stack Engineer,RedashPostgreSQLDjangoAngularredashClickHouse,['Skills: Django · Angular · redash · ClickHouse'],Skills: Django · Angular · redash · ClickHouse,,,,,,,,,
953,Trainee,Sense of organizationData collectionData warehouseData analysisTeamworkAdvertising,['Skills: Data collection · Data warehouse · Data analysis · Teamwork · Microsoft Power BI'],Skills: Data collection · Data warehouse · Data analysis · Teamwork · Microsoft Power BI,,,,,,,,,
954,Consultant business intelligence,Microsoft Power BISQL Server Integration Services (SSIS)SQL Server Analysis Services (SSAS)SQL Server Reporting Services (SSRS)Microsoft SQL ServerTalend,"['• Analyze and identify functional and technical needs.', '• Model and enrich the datawarehouse.', '• Scheduling and deployment of jobs.', '• Guidance: Training and mentoring of trainees for end-of-studies projects']",• Analyze and identify functional and technical needs.,• Model and enrich the datawarehouse.,• Scheduling and deployment of jobs.,• Guidance: Training and mentoring of trainees for end-of-studies projects,,,,,,
955,Engineer BI,"Data AnalysisData VisualizationMachine LearningExtract, Transform, Load (ETL)Data MiningBig Data",['unknown'],unknown,,,,,,,,,
956,unknown,Microsoft Power BIBig dataProject ManagementProject PlanningData ModelingData Mining,['unknown'],unknown,,,,,,,,,
957,Business Intelligence Internal,Microsoft Power BIHTML5Cascading Style Sheets (CSS)Boy ScoutsCampingunknown,"[""I'm currently working on implementing a reporting platform for a municipality's Commercial performance. This platform will provide valuable insights and support data-driven decision making for the municipality. I'm using advanced technologies like Data Warehouse and PowerBI to create a user-friendly interface for monitoring and analysis key metrics. As a Business Intelligence Internal, I'm able to apply my technical skills and knowledge to make a positive impact on the success of the municipality. This internship is a valuable opportunity for me to gain hands-on experience in Business Intelligence, data analysis, and technology implementation and enhancement my resume.""]","I'm currently working on implementing a reporting platform for a municipality's Commercial performance. This platform will provide valuable insights and support data-driven decision making for the municipality. I'm using advanced technologies like Data Warehouse and PowerBI to create a user-friendly interface for monitoring and analysis key metrics. As a Business Intelligence Internal, I'm able to apply my technical skills and knowledge to make a positive impact on the success of the municipality. This internship is a valuable opportunity for me to gain hands-on experience in Business Intelligence, data analysis, and technology implementation and enhancement my resume.",,,,,,,,,
958,Machine Learning Engineer,Google AnalyticsR (Programming Language)MySQLMachine LearningPython (Programming Language)Microsoft Excel,"['Designed ML algorithm using OCR (extracting handwriter information from scans, photos, and other low-quality digital documents) that assessed up to 75% efficiency.', 'The ability to extract information from financial documents based on machine learning and deep learning, and integrate this solution into a web application (Python, Html, CSS, Flask).']","Designed ML algorithm using OCR (extracting handwriter information from scans, photos, and other low-quality digital documents) that assessed up to 75% efficiency.","The ability to extract information from financial documents based on machine learning and deep learning, and integrate this solution into a web application (Python, Html, CSS, Flask).",,,,,,,,
959,Artificial Intelligence Internal,Python (Programming Language)Machine LearningDeep LearningDjangoBusiness Intelligence (BI)Data Collection,['unknown'],unknown,,,,,,,,,
960,Junior Solutions Architect,LeadershipCommunicationProfessional ResponsibilityDASHSQLPython (Programming Language),['Skills: DASH · SQL · Python (Programming Language) · Flask · vaex'],Skills: DASH · SQL · Python (Programming Language) · Flask · vaex,,,,,,,,,
961,unknown,Symfony FrameworkAdobe IllustratorMySQLQtPL/SQLHTML,['unknown'],unknown,,,,,,,,,
962,Student,Business AnalyticsData VisualizationBusiness Intelligence ToolsMicrosoft ExcelWebmasteringEnterprise Resource Planning (ERP),['Skills: Business Analytics · Data Visualization'],Skills: Business Analytics · Data Visualization,,,,,,,,,
963,Student,"Spring MVC modelExtract, Transform, Load (ETL)NexusGrafanaJenkinsDevOps",['unknown'],unknown,,,,,,,,,
964,Data consultant,Business IntelligenceMicrosoft Power BIBig DataHadoopData AnalysisMBS,['unknown'],unknown,,,,,,,,,
965,unknown,JavaFXSymfony FrameworkSQLProject managementObject-oriented programming (OOP)PHP,['unknown'],unknown,,,,,,,,,
966,Business intelligence,Microsoft Power BIProject managementManagement of market research projectsDistributed Team ManagementData analysisAnalysis of requirements,['Skills: Microsoft Power BI · Project Management'],Skills: Microsoft Power BI · Project Management,,,,,,,,,
967,Internal,Python (Programming Language)Talend Open StudioMicrosoft Power BISQL NoSQLEnglish,['Design and development of a facial recognition solution using multiple facial recognition models.'],Design and development of a facial recognition solution using multiple facial recognition models.,,,,,,,,,
968,Business Intelligence Consultant,PythonData WarehouseData analysisTalendPowerBiMicrosoft SQL Server,['Skills: QlikView · Microsoft Power BI · Talend'],Skills: QlikView · Microsoft Power BI · Talend,,,,,,,,,
969,DevOps Data & BI Engineer,"Azure DevOpsExtract, Transform, Load (ETL)Data AnalysisData WarehousingData ManagementData Integration",['unknown'],unknown,,,,,,,,,
970,Junior Development Engineer,TeamworkBig dataSQL Server Integration Services (SSIS)Decision-making informaticsMicrosoft Power BIData analysis,['unknown'],unknown,,,,,,,,,
971,Full Stack Engineer,Angular CLIFramework SpringJ2EE Web ServicesOracle DatabaseREST APITrello,['Competencies : Angular CLI · Framework Spring · MySQL'],Competencies : Angular CLI · Framework Spring · MySQL,,,,,,,,,
972,Computer technologist,unknownunknownunknownunknownunknownunknown,"['JavaEE Teacher & Framework Spring ', 'Teacher Continuous Integration CI, DevOps', 'Head of Internships (RS) [Option: Software Engineering Ex:INFOB]', 'Spring alternance trainer, Continuous integration CI - Vermeg', 'Coach Angular - Integration and Development Projects ESPRIT']",JavaEE Teacher & Framework Spring ,"Teacher Continuous Integration CI, DevOps",Head of Internships (RS) [Option: Software Engineering Ex:INFOB],"Spring alternance trainer, Continuous integration CI - Vermeg",Coach Angular - Integration and Development Projects ESPRIT,,,,,
973,Student,GitProject ManagementEnglishResearchTrainingCommunication,['unknown'],unknown,,,,,,,,,
974,Intern in Web Development,AngularJSReact.jsData MiningMongoDBGitHubSpring Security,['unknown'],unknown,,,,,,,,,
975,Full-stack Developer,Framework SpringEngineeringCascading Style Sheets (CSS)Spring BootReact.jsDocker products,['Skills : Framework Spring · React.js · JavaScript · Java'],Skills : Framework Spring · React.js · JavaScript · Java,,,,,,,,,
976,Full Stack JS Project Coordinator,ScrumService-oriented architecture (SOA)Symfony FrameworkC++CJava,['unknown'],unknown,,,,,,,,,
977,Software Engineer,EngineeringElectromechanicalInformation technologyWeb developmentMicrocontrollersProject management,['unknown'],unknown,,,,,,,,,
978,Intern in Web Development,React.jsAngularJSTypeScriptNode.jsSymfony FrameworkSpring Boot,['Skills : Spring Security · Angular · MySQL · Spring Boot'],Skills : Spring Security · Angular · MySQL · Spring Boot,,,,,,,,,
979,Trainee,SymfonyVirtualizationPrivate CloudsBootstrapCSSSymphony,"['Internship in Business,', 'Project: Development of an INTERNO platform specifically dedicated to the STEG administrative team in order to enable them to better control the management of trainees.']","Internship in Business,",Project: Development of an INTERNO platform specifically dedicated to the STEG administrative team in order to enable them to better control the management of trainees.,,,,,,,,
980,Full-stack Js Developer,Web developmentTeamworkProject managementAdvertisingGitHubAngularJS,['unknown'],unknown,,,,,,,,,
981,Full stack engineer,WebRTCCSS3BootstrapHTML5Css3Bootstrap4,['unknown'],unknown,,,,,,,,,
982,Full stack engineer,XMLReactjsReact.jsAngular.NET frameworkdocker,['unknown'],unknown,,,,,,,,,
983,Project trainee,Symfony FrameworkCanvaScrumUiPathAutomation of robotic processes (APR)unknown,['unknown'],unknown,,,,,,,,,
984,Full Stack Developer,SonarSonarqubeJUnitSpring SecuritySpring DataMaterial-IU,['unknown'],unknown,,,,,,,,,
985,Telemarketer in a call centre,unknownunknownunknownunknownunknownunknown,['unknown'],unknown,,,,,,,,,
986,Junior Software Engineer,MongoDBJavaScriptPHPNode.jsSQL NoSymfony,['unknown'],unknown,,,,,,,,,
987,Web developer,JavaHTMLReact.jssymfonyNode.jsunknown,['unknown'],unknown,,,,,,,,,
988,Full Stack Developer Angular/.Net,DevOpsOracle Database AdministrationSpring BootSonarqubeASP.NET.NET Framework,['Skills : Sonarqube · ASP.NET ·.NET Framework · docker · Gitlab · Jenkins · Continuous Integration and Continuous Delivery (CI/CD) · JIRA · Angular'],Skills : Sonarqube · ASP.NET ·.NET Framework · docker · Gitlab · Jenkins · Continuous Integration and Continuous Delivery (CI/CD) · JIRA · Angular,,,,,,,,,
989,Aeronautics Engineer,Discrete OptimizationEngineeringAircraftProject ManagementAviationFinish Element Analysis,"['• Overall aircraft design', '• Multidisciplinary optimization and analysis', '• Plan of experiments', '• GEMSEO (generic engine for the exploration and optimization of multidisciplinary scenarios)', '• SoSTrades (Comparative System Analysis)']",• Overall aircraft design,• Multidisciplinary optimization and analysis,• Plan of experiments,• GEMSEO (generic engine for the exploration and optimization of multidisciplinary scenarios),• SoSTrades (Comparative System Analysis),,,,,
990,Analyst Follow-up of Fixed Income Market Activities,Exotic DerivativesFinancial EngineeringMachine LearningPythonStructured FinancePortfolio Management,"['Certification and market risk analysis [Greeks, VaR/Press tests]', '', 'Monitoring of limit frames and explanation of exceedances', '', 'Analysis and certification of PnL', '', 'Trade with trading', '', 'Respond to ""Special Request"" requests from our partners (Trade or Risk Directorate)', '', 'Participate in the specification and analysis on regulatory subjects (FRTB)', '', 'Develop VBA or Python tools to follow the book exhibition']","Certification and market risk analysis [Greeks, VaR/Press tests]",,Monitoring of limit frames and explanation of exceedances,,Analysis and certification of PnL,,Trade with trading,,"Respond to ""Special Request"" requests from our partners (Trade or Risk Directorate)",
991,R&D Engineer Assistant,Python (programming language)Linear programmingMixed Integer Linear ProgrammingProject managementSWOT analysisIndustrial design,"['Internship at the National Laboratory of the Fields Magnétiques Intenses - LNCMI Grenoble (the multidisciplinary project in collaboration with CEA, G2Elab and STL).', '', 'Subject: Energy optimisation of a LNCMI fatal heat recovery system using the OMEGAlpes software', '', 'Note: OMEGAlpes is an open-source tool developed in G2ELab, encoded in python and based on MILP formalism.', '', 'Missions: ', '- Creation of a database on the sizes needed for optimization.', '- The modeling and dimensioning of the recovery system by the OMEGAlpes decision support tool.', '- Study of possible scenarios for CO2 reduction and the share of residual heat recovered by the system.', '', 'Results: ', 'The study shows the technical and economic feasibility of the project and will lead to concrete actions on the ground. It will begin in early 2023.']","Internship at the National Laboratory of the Fields Magnétiques Intenses - LNCMI Grenoble (the multidisciplinary project in collaboration with CEA, G2Elab and STL).",,Subject: Energy optimisation of a LNCMI fatal heat recovery system using the OMEGAlpes software,,"Note: OMEGAlpes is an open-source tool developed in G2ELab, encoded in python and based on MILP formalism.",,Missions: ,- Creation of a database on the sizes needed for optimization.,- The modeling and dimensioning of the recovery system by the OMEGAlpes decision support tool.,- Study of possible scenarios for CO2 reduction and the share of residual heat recovered by the system.
992,Trainee Engineer IT Full-stack,AngularBootstrapJIRAScrummaterialGitLab,"['I joined a team of 9 people, We worked with the agile scrum methodology to make the design (Diagrams + Project Management...) as well as in the development part of the Customer Relationship Management (CRM) application.', 'Keywords : SpringBoot, Angular, MongoDB, MaterialUI, BootStrap, Git, GitLab, SCRUM, JIRA']","I joined a team of 9 people, We worked with the agile scrum methodology to make the design (Diagrams + Project Management...) as well as in the development part of the Customer Relationship Management (CRM) application.","Keywords : SpringBoot, Angular, MongoDB, MaterialUI, BootStrap, Git, GitLab, SCRUM, JIRA",,,,,,,,
993,Data Scientist,Object-oriented programming (POO)Machine learningTime seriesAutoMLModel driftingStudy of time series,"['Subject: AutoML Tool Benchmark: Usage Case, Performance Measurement and Integration ', '', 'Main tasks:', ""▪的 Achievement of the state of the art of AutoML's techniques"", '▪的 Cartography at the date of the various AutoML packages for use in products in production', '▪的 Implementation of an opensource AutoML reproducible library evaluation test bench', '▪的 Evaluation of AutoML on a TotalEnergy Use Case: Real-time prediction of offshore & onshore oil platform production', '▪的 Shell.ai hackathon participation: Sustainable and Affordable Energy (final ranking: top 20/1200)', '▪的 Implementation of an internal open-source library at the Total Digital Factory (DSAutoML): Centralization of 4 AutoML packages within a single tool allowing rapid benchmarking and prototyping of high-performance ML models for the Data Scientist', '▪的 Writing a Medium Article']","Subject: AutoML Tool Benchmark: Usage Case, Performance Measurement and Integration ",,Main tasks:,▪的 Achievement of the state of the art of AutoML's techniques,▪的 Cartography at the date of the various AutoML packages for use in products in production,▪的 Implementation of an opensource AutoML reproducible library evaluation test bench,▪的 Evaluation of AutoML on a TotalEnergy Use Case: Real-time prediction of offshore & onshore oil platform production,▪的 Shell.ai hackathon participation: Sustainable and Affordable Energy (final ranking: top 20/1200),▪的 Implementation of an internal open-source library at the Total Digital Factory (DSAutoML): Centralization of 4 AutoML packages within a single tool allowing rapid benchmarking and prototyping of high-performance ML models for the Data Scientist,▪的 Writing a Medium Article
994,Developer Assistant,PythonAngularDockerSymfonyNext.jsPostgreSQL,['Skills : Python · React.js'],Skills : Python · React.js,,,,,,,,,
995,Process Development Engineer 1,Biomedical EngineeringResearchGerman language expertUsabilityResearch and Development (R&D)Mechanical Engineering,['unknown'],unknown,,,,,,,,,
996,Validation & Software Verification Engineer,AutonomyLearning through experienceSelf-learningSelenium testsC#Adaptability,"['Thales Digital Services', '', 'Software verification and validation of laboratory instruments.']",Thales Digital Services,,Software verification and validation of laboratory instruments.,,,,,,,
