,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10
958,Machine Learning Engineer,"['Google Analytics', 'R (Programming Language)', 'MySQL', 'Machine Learning', 'Python (Programming Language)', 'Microsoft Excel']","['Designed ML algorithm using OCR (extracting handwriter information from scans, photos, and other low-quality digital documents) that assessed up to 75% efficiency.', 'The ability to extract information from financial documents based on machine learning and deep learning, and integrate this solution into a web application (Python, Html, CSS, Flask).']","Designed ML algorithm using OCR (extracting handwriter information from scans, photos, and other low-quality digital documents) that assessed up to 75% efficiency.","The ability to extract information from financial documents based on machine learning and deep learning, and integrate this solution into a web application (Python, Html, CSS, Flask).",,,,,,,,
959,Artificial Intelligence Internal,"['Python (Programming Language)', 'Machine Learning', 'Deep Learning', 'Django', 'Business Intelligence (BI)', 'Data Collection']",['unknown'],unknown,,,,,,,,,
960,Junior Solutions Architect,"['Leadership', 'Communication', 'Professional Responsibility', 'DASH', 'SQL', 'Python (Programming Language)']",['Skills: DASH · SQL · Python (Programming Language) · Flask · vaex'],Skills: DASH · SQL · Python (Programming Language) · Flask · vaex,,,,,,,,,
964,Data consultant,"['Business Intelligence', 'Microsoft Power BI', 'Big Data', 'Hadoop', 'Data Analysis', 'MBS']",['unknown'],unknown,,,,,,,,,
966,Business intelligence,"['Microsoft Power BI', 'Project management', 'Management of market research projects', 'Distributed Team Management', 'Data analysis', 'Analysis of requirements']",['Skills: Microsoft Power BI · Project Management'],Skills: Microsoft Power BI · Project Management,,,,,,,,,
968,Business Intelligence Consultant,"['Python', 'Data Warehouse', 'Data analysis', 'Talend', 'PowerBi', 'Microsoft SQL Server']",['Skills: QlikView · Microsoft Power BI · Talend'],Skills: QlikView · Microsoft Power BI · Talend,,,,,,,,,
969,DevOps Data & BI Engineer,"['Azure DevOps', 'Extract, Transform, Load (ETL)', 'Data Analysis', 'Data Warehousing', 'Data Management', 'Data Integration']",['unknown'],unknown,,,,,,,,,
970,Junior Development Engineer,"['Teamwork', 'Big data', 'SQL Server Integration Services (SSIS)', 'Decision-making informatics', 'Microsoft Power BI', 'Data analysis']",['unknown'],unknown,,,,,,,,,
971,Full Stack Engineer,"['Angular CLI', 'Framework Spring', 'J2EE Web Services', 'Oracle Database', 'REST API', 'Trello']",['Competencies : Angular CLI · Framework Spring · MySQL'],Competencies : Angular CLI · Framework Spring · MySQL,,,,,,,,,
972,Computer technologist,"['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['JavaEE Teacher & Framework Spring ', 'Teacher Continuous Integration CI, DevOps', 'Head of Internships (RS) [Option: Software Engineering Ex:INFOB]', 'Spring alternance trainer, Continuous integration CI - Vermeg', 'Coach Angular - Integration and Development Projects ESPRIT']",JavaEE Teacher & Framework Spring ,"Teacher Continuous Integration CI, DevOps",Head of Internships (RS) [Option: Software Engineering Ex:INFOB],"Spring alternance trainer, Continuous integration CI - Vermeg",Coach Angular - Integration and Development Projects ESPRIT,,,,,
974,Intern in Web Development,"['AngularJS', 'React.js', 'Data Mining', 'MongoDB', 'GitHub', 'Spring Security']",['unknown'],unknown,,,,,,,,,
975,Full-stack Developer,"['Framework Spring', 'Engineering', 'Cascading Style Sheets (CSS)', 'Spring Boot', 'React.js', 'Docker products']",['Skills : Framework Spring · React.js · JavaScript · Java'],Skills : Framework Spring · React.js · JavaScript · Java,,,,,,,,,
976,Full Stack JS Project Coordinator,"['Scrum', 'Service-oriented architecture (SOA)', 'Symfony Framework', 'C++', 'C', 'Java']",['unknown'],unknown,,,,,,,,,
977,Software Engineer,"['Engineering', 'Electromechanical', 'Information technology', 'Web development', 'Microcontrollers', 'Project management']",['unknown'],unknown,,,,,,,,,
978,Intern in Web Development,"['React.js', 'AngularJS', 'TypeScript', 'Node.js', 'Symfony Framework', 'Spring Boot']",['Skills : Spring Security · Angular · MySQL · Spring Boot'],Skills : Spring Security · Angular · MySQL · Spring Boot,,,,,,,,,
980,Full-stack Js Developer,"['Web development', 'Teamwork', 'Project management', 'Advertising', 'GitHub', 'AngularJS']",['unknown'],unknown,,,,,,,,,
981,Full stack engineer,"['WebRTC', 'CSS3', 'Bootstrap', 'HTML5', 'Css3', 'Bootstrap4']",['unknown'],unknown,,,,,,,,,
982,Full stack engineer,"['XML', 'Reactjs', 'React.js', 'Angular', '.NET framework', 'docker']",['unknown'],unknown,,,,,,,,,
983,Project trainee,"['Symfony Framework', 'Canva', 'Scrum', 'UiPath', 'Automation of robotic processes (APR)', 'unknown']",['unknown'],unknown,,,,,,,,,
984,Full Stack Developer,"['Sonar', 'Sonarqube', 'JUnit', 'Spring Security', 'Spring Data', 'Material-IU']",['unknown'],unknown,,,,,,,,,
985,Telemarketer in a call centre,"['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']",['unknown'],unknown,,,,,,,,,
986,Junior Software Engineer,"['MongoDB', 'JavaScript', 'PHP', 'Node.js', 'SQL No', 'Symfony']",['unknown'],unknown,,,,,,,,,
987,Web developer,"['Java', 'HTML', 'React.js', 'symfony', 'Node.js', 'unknown']",['unknown'],unknown,,,,,,,,,
988,Full Stack Developer Angular/.Net,"['DevOps', 'Oracle Database Administration', 'Spring Boot', 'Sonarqube', 'ASP.NET', '.NET Framework']",['Skills : Sonarqube · ASP.NET ·.NET Framework · docker · Gitlab · Jenkins · Continuous Integration and Continuous Delivery (CI/CD) · JIRA · Angular'],Skills : Sonarqube · ASP.NET ·.NET Framework · docker · Gitlab · Jenkins · Continuous Integration and Continuous Delivery (CI/CD) · JIRA · Angular,,,,,,,,,
989,Aeronautics Engineer,"['Discrete Optimization', 'Engineering', 'Aircraft', 'Project Management', 'Aviation', 'Finish Element Analysis']","['• Overall aircraft design', '• Multidisciplinary optimization and analysis', '• Plan of experiments', '• GEMSEO (generic engine for the exploration and optimization of multidisciplinary scenarios)', '• SoSTrades (Comparative System Analysis)']",• Overall aircraft design,• Multidisciplinary optimization and analysis,• Plan of experiments,• GEMSEO (generic engine for the exploration and optimization of multidisciplinary scenarios),• SoSTrades (Comparative System Analysis),,,,,
990,Analyst Follow-up of Fixed Income Market Activities,"['Exotic Derivatives', 'Financial Engineering', 'Machine Learning', 'Python', 'Structured Finance', 'Portfolio Management']","['Certification and market risk analysis [Greeks, VaR/Press tests]', '', 'Monitoring of limit frames and explanation of exceedances', '', 'Analysis and certification of PnL', '', 'Trade with trading', '', 'Respond to ""Special Request"" requests from our partners (Trade or Risk Directorate)', '', 'Participate in the specification and analysis on regulatory subjects (FRTB)', '', 'Develop VBA or Python tools to follow the book exhibition']","Certification and market risk analysis [Greeks, VaR/Press tests]",,Monitoring of limit frames and explanation of exceedances,,Analysis and certification of PnL,,Trade with trading,,"Respond to ""Special Request"" requests from our partners (Trade or Risk Directorate)",
991,R&D Engineer Assistant,"['Python (programming language)', 'Linear programming', 'Mixed Integer Linear Programming', 'Project management', 'SWOT analysis', 'Industrial design']","['Internship at the National Laboratory of the Fields Magnétiques Intenses - LNCMI Grenoble (the multidisciplinary project in collaboration with CEA, G2Elab and STL).', '', 'Subject: Energy optimisation of a LNCMI fatal heat recovery system using the OMEGAlpes software', '', 'Note: OMEGAlpes is an open-source tool developed in G2ELab, encoded in python and based on MILP formalism.', '', 'Missions: ', '- Creation of a database on the sizes needed for optimization.', '- The modeling and dimensioning of the recovery system by the OMEGAlpes decision support tool.', '- Study of possible scenarios for CO2 reduction and the share of residual heat recovered by the system.', '', 'Results: ', 'The study shows the technical and economic feasibility of the project and will lead to concrete actions on the ground. It will begin in early 2023.']","Internship at the National Laboratory of the Fields Magnétiques Intenses - LNCMI Grenoble (the multidisciplinary project in collaboration with CEA, G2Elab and STL).",,Subject: Energy optimisation of a LNCMI fatal heat recovery system using the OMEGAlpes software,,"Note: OMEGAlpes is an open-source tool developed in G2ELab, encoded in python and based on MILP formalism.",,Missions: ,- Creation of a database on the sizes needed for optimization.,- The modeling and dimensioning of the recovery system by the OMEGAlpes decision support tool.,- Study of possible scenarios for CO2 reduction and the share of residual heat recovered by the system.
992,Trainee Engineer IT Full-stack,"['Angular', 'Bootstrap', 'JIRA', 'Scrum', 'material', 'GitLab']","['I joined a team of 9 people, We worked with the agile scrum methodology to make the design (Diagrams + Project Management...) as well as in the development part of the Customer Relationship Management (CRM) application.', 'Keywords : SpringBoot, Angular, MongoDB, MaterialUI, BootStrap, Git, GitLab, SCRUM, JIRA']","I joined a team of 9 people, We worked with the agile scrum methodology to make the design (Diagrams + Project Management...) as well as in the development part of the Customer Relationship Management (CRM) application.","Keywords : SpringBoot, Angular, MongoDB, MaterialUI, BootStrap, Git, GitLab, SCRUM, JIRA",,,,,,,,
993,Data Scientist,"['Object-oriented programming (POO)', 'Machine learning', 'Time series', 'AutoML', 'Model drifting', 'Study of time series']","['Subject: AutoML Tool Benchmark: Usage Case, Performance Measurement and Integration ', '', 'Main tasks:', ""▪的 Achievement of the state of the art of AutoML's techniques"", '▪的 Cartography at the date of the various AutoML packages for use in products in production', '▪的 Implementation of an opensource AutoML reproducible library evaluation test bench', '▪的 Evaluation of AutoML on a TotalEnergy Use Case: Real-time prediction of offshore & onshore oil platform production', '▪的 Shell.ai hackathon participation: Sustainable and Affordable Energy (final ranking: top 20/1200)', '▪的 Implementation of an internal open-source library at the Total Digital Factory (DSAutoML): Centralization of 4 AutoML packages within a single tool allowing rapid benchmarking and prototyping of high-performance ML models for the Data Scientist', '▪的 Writing a Medium Article']","Subject: AutoML Tool Benchmark: Usage Case, Performance Measurement and Integration ",,Main tasks:,▪的 Achievement of the state of the art of AutoML's techniques,▪的 Cartography at the date of the various AutoML packages for use in products in production,▪的 Implementation of an opensource AutoML reproducible library evaluation test bench,▪的 Evaluation of AutoML on a TotalEnergy Use Case: Real-time prediction of offshore & onshore oil platform production,▪的 Shell.ai hackathon participation: Sustainable and Affordable Energy (final ranking: top 20/1200),▪的 Implementation of an internal open-source library at the Total Digital Factory (DSAutoML): Centralization of 4 AutoML packages within a single tool allowing rapid benchmarking and prototyping of high-performance ML models for the Data Scientist,▪的 Writing a Medium Article
994,Developer Assistant,"['Python', 'Angular', 'Docker', 'Symfony', 'Next.js', 'PostgreSQL']",['Skills : Python · React.js'],Skills : Python · React.js,,,,,,,,,
995,Process Development Engineer 1,"['Biomedical Engineering', 'Research', 'German language expert', 'Usability', 'Research and Development (R&D)', 'Mechanical Engineering']",['unknown'],unknown,,,,,,,,,
996,Validation & Software Verification Engineer,"['Autonomy', 'Learning through experience', 'Self-learning', 'Selenium tests', 'C#', 'Adaptability']","['Thales Digital Services', '', 'Software verification and validation of laboratory instruments.']",Thales Digital Services,,Software verification and validation of laboratory instruments.,,,,,,,
997,Back-end developer,"['English', 'PHP', 'SQL', 'Public Speaking', 'Customer Service', 'Java']",['Skills : Nova · Moneris · GitHub · Laravel · View.js · PHP · SQL'],Skills : Nova · Moneris · GitHub · Laravel · View.js · PHP · SQL,,,,,,,,,
1000,Product Manager,"['Cross-functional Team Leadership', 'Product Lifecycle Management', 'Agile product owner', 'Strategic Roadmaps', 'Jira', 'Digital Marketing']","['Development and own the vision and roadmap of the platform and management aspects', 'of our core product solutions.', '', 'Support lengther-term visions and plans for new products development (included Product Owner Agile responsibilities). Support launch of new products & features into new markets & segments.', '', 'Priority in agile mode, in order to deliver constant added value to the customer while optimizing engineering resources.', '', 'Raising government funding to create technological innovations', '', ""Member of the CyberEco team 'Your multi-sectoral reference in cybersecurity in Quebec and Canada'""]",Development and own the vision and roadmap of the platform and management aspects,of our core product solutions.,,Support lengther-term visions and plans for new products development (included Product Owner Agile responsibilities). Support launch of new products & features into new markets & segments.,,"Priority in agile mode, in order to deliver constant added value to the customer while optimizing engineering resources.",,Raising government funding to create technological innovations,,Member of the CyberEco team 'Your multi-sectoral reference in cybersecurity in Quebec and Canada'
1001,Software Engineer,"['React', 'View.js', 'Java', 'React.js', 'Angular', 'Spring Boot']",['Competencies : Java · React.js'],Competencies : Java · React.js,,,,,,,,,
1002,Business Intelligence Team Lead,"['Extract, Transform, Load (ETL)', 'Decision-making informatics', 'Data Warehouse', 'ITIL', 'Management services IT', 'HP Asset Manager']",['unknown'],unknown,,,,,,,,,
1003,Talent Acquisition Specialist,"['Team spirit', 'Recruitment', 'Human resources management', 'Labour law', 'English', 'Law']","['INGENIANCE specializes in consulting and engineering in market finance, banking and insurance. Our consultants are involved in missions related to information systems and market finance within the major banking, financial and insurer groups in the Place de Paris.', '', 'Since 2012, INGENIANCE has grown between 25 and 40% per year. In 2022, we plan to recruit 160 staff (consultants and staff at headquarters).', '', 'If you are a computer engineer (data engineer, data scientist, developer C++, Java, C#, Python, Scala...), functional consultant (market finance, banking or insurance), project manager, PMO, Risk manager, Quant, Commando or professional of business functions or recruitment, internship or CDI.', '', ""I'm interested in your profile so let's meet""]","INGENIANCE specializes in consulting and engineering in market finance, banking and insurance. Our consultants are involved in missions related to information systems and market finance within the major banking, financial and insurer groups in the Place de Paris.",,"Since 2012, INGENIANCE has grown between 25 and 40% per year. In 2022, we plan to recruit 160 staff (consultants and staff at headquarters).",,"If you are a computer engineer (data engineer, data scientist, developer C++, Java, C#, Python, Scala...), functional consultant (market finance, banking or insurance), project manager, PMO, Risk manager, Quant, Commando or professional of business functions or recruitment, internship or CDI.",,I'm interested in your profile so let's meet,,,
1005,Team Lead,"['Programming', 'Leadership', 'Express.js', 'Node.js', 'Problem Solving', 'Python (Programming Language)']",['unknown'],unknown,,,,,,,,,
1006,Software Engineer ( Spring boot),"['Java', 'Spring Framework', 'Angular', 'Spring Boot', 'Service-Oriented Architecture (SOA)', 'Microservices']",['unknown'],unknown,,,,,,,,,
1007,Research Engineer (PhD Candidate),"['Microsoft Excel', 'SolidWorks', 'AutoCAD', '5S', 'Microsoft PowerPoint', 'Microsoft Office']",['unknown'],unknown,,,,,,,,,
1008,Director Africa,"['GPS', 'Surveying', 'Geomatics', 'Business Strategy', 'International Sales', 'Sale of solutions']",['unknown'],unknown,,,,,,,,,
1010,Managing Director,"['Start-ups', 'Web Development', 'SEO', 'Agile Methodologies', 'Strategy', 'Social Media']",['unknown'],unknown,,,,,,,,,
1011,Computer consultant,"['Project deployment', 'DevOps', 'React.js', 'Node.js', 'Microservices', 'Git']",['unknown'],unknown,,,,,,,,,
1012,Head of the electromechanical department,"['Engineering', 'Matlab', 'Microsoft Office', 'Engineering', 'C', 'Project Management']",['Skills: Automatic learning · Improvement of business processes · Pedagogical research · Python (programming language) · Agile methods'],Skills: Automatic learning · Improvement of business processes · Pedagogical research · Python (programming language) · Agile methods,,,,,,,,,
1013,Strategic Equity & Financing Advisory Support,"['Capital market', 'Equity', 'Financial Markets', 'Derivatives', 'Finance', 'Fixed income']",['Skills : Capital market · Equity · Financial Markets · Derivatives'],Skills : Capital market · Equity · Financial Markets · Derivatives,,,,,,,,,
1014,Devops Engineer,"['Java', 'Java Enterprise Edition', 'Ansible', 'Google Cloud Platform (GCP)', 'Google Kubernetes Engine (GKE)', 'Devops']","['• Build Cloud Native platforms based on Kubernetes, GKE, AWS', '• Automatic tasks by scripting and using CI/CD tools', '• Operating microservices from development to large scale production environments', '• Support development teams on Operations related to their software', '• Participant to cost optimisation, following FinOps approach']","• Build Cloud Native platforms based on Kubernetes, GKE, AWS",• Automatic tasks by scripting and using CI/CD tools,• Operating microservices from development to large scale production environments,• Support development teams on Operations related to their software,"• Participant to cost optimisation, following FinOps approach",,,,,
1015,Teacher-Trainer,"['Digital marketing', 'Strategic communication', 'Training and innovation', 'Mastering information and communication technologies', 'Working as a team', 'PHP']",['Skills: Training and innovation · Mastering information and communication technologies · Working as a team'],Skills: Training and innovation · Mastering information and communication technologies · Working as a team,,,,,,,,,
1016,IoT & Asset Management Consultant,"['Python', 'Visual Basic for Applications (VBA)', 'Project management', 'ARCGIS', 'Adobe Photoshop', 'InDesign']",['unknown'],unknown,,,,,,,,,
1017,Technical Blockchain Team Leader,"['Solidarity', 'Node.js', 'Angular', 'React.js', 'Engineering', 'Agile Methodologies']",['unknown'],unknown,,,,,,,,,
1018,PMO SENIOR DIGITAL PROCESSATION,"['Project management', 'Team management', 'E-commerce', 'Digital marketing', 'Agile methods', 'Agile project management']","['As part of the European research and innovation programme, GAEL Systems offers innovative software solutions to explore, process, control and distribute Earth observation data for prestigious customers such as space agencies (ESA, NASA, CNES), industry and aerospace service companies. In this context of strategic and international projects (DeepCube H2020, Digital Twin Earth) assumes multiple responsibilities.', '', '• Functional and operational piloting, allocation of resources, customer relations, AQP ', ""• Definition of architecture and roadmap IT in line with the company's objectives "", '• Planning and resource allocation ', '• Cross-sectional organization and steering of teams', '• Drafting and validation of functional deliverables', '• Reporting and monitoring of activities with CODIR', '• Methodological support and maintenance of structural frameworks', '• Optimization of Agile project methodology, coaching of team leaders and junior project leaders']","As part of the European research and innovation programme, GAEL Systems offers innovative software solutions to explore, process, control and distribute Earth observation data for prestigious customers such as space agencies (ESA, NASA, CNES), industry and aerospace service companies. In this context of strategic and international projects (DeepCube H2020, Digital Twin Earth) assumes multiple responsibilities.",,"• Functional and operational piloting, allocation of resources, customer relations, AQP ",• Definition of architecture and roadmap IT in line with the company's objectives ,• Planning and resource allocation ,• Cross-sectional organization and steering of teams,• Drafting and validation of functional deliverables,• Reporting and monitoring of activities with CODIR,• Methodological support and maintenance of structural frameworks,"• Optimization of Agile project methodology, coaching of team leaders and junior project leaders"
1019,Account Executive,"['Negotiations', 'Lead generation', 'Business-to-Business (BtoB)', 'Sale', 'Start-up', 'Human relations']","['We keep the commitments because we know how to pilot them.', '', ""EDWARD Suite is the Decision Platform designed for decision makers who need the right information at the right time to achieve the right arbitrations to ensure the success of the company's changes."", '', 'Whatever the activity or sector, projects experience real inflation in terms of the number of actors involved, the information involved and their cross-cutting nature. Capturing and processing the right useful and value-added information requires managing a growing amount of information in real time.', '', 'In this ocean of data generated by the projects, EDWARD Suite, Cockpit 360° of the General Directorate, allows to order, prioritize and share useful information, in real time, to make a decision.', '', 'EDWARD Suite is the Decision Management Platform for decision makers and their employees.', '', 'EDWARD Suite is a software suite designed and boosted by EGGERS Consulting / developed and maintained by EGGERS Digital (eggers-counsel.com)', '', 'edward-suite.com/en']",We keep the commitments because we know how to pilot them.,,EDWARD Suite is the Decision Platform designed for decision makers who need the right information at the right time to achieve the right arbitrations to ensure the success of the company's changes.,,"Whatever the activity or sector, projects experience real inflation in terms of the number of actors involved, the information involved and their cross-cutting nature. Capturing and processing the right useful and value-added information requires managing a growing amount of information in real time.",,"In this ocean of data generated by the projects, EDWARD Suite, Cockpit 360° of the General Directorate, allows to order, prioritize and share useful information, in real time, to make a decision.",,EDWARD Suite is the Decision Management Platform for decision makers and their employees.,
1020,Responsible for digital transformation,"['Quality control', 'Project management', 'Microsoft Excel', 'Industry 4.0', 'Continuous improvement', 'Autonomy']","['Pilot, set up and monitor process digitization project – setting up applications on KizeoForms ', '-Current status study and needs analysis', '-Modification of processes ', '-Provide customers with tailor-made and innovative solutions for optimising ', 'activities on the site.', '-Setting the form on KizeoForms ', '-Realize and participate in the test of the solution.', '-Accompaniment of teams and participation in the conduct of change.', '-Training and support for users.']","Pilot, set up and monitor process digitization project – setting up applications on KizeoForms ",-Current status study and needs analysis,-Modification of processes ,-Provide customers with tailor-made and innovative solutions for optimising ,activities on the site.,-Setting the form on KizeoForms ,-Realize and participate in the test of the solution.,-Accompaniment of teams and participation in the conduct of change.,-Training and support for users.,
1021,Software Engineer,"['Algorithms', 'Apollo GraphQL', 'JavaScript', 'Node.js', 'React.js', 'MongoDB']","['achieve with the team the creating of NFT market-place based on new the pattern of Distributed Ledger Technologies HEDERA ‐ HASH‐GRAPH. ', 'Keywords : hederaAPI, node js,express, prisma, graphql, apollo, type-graphql, docker, Gatsby, Figma, mongoDb, algolia']",achieve with the team the creating of NFT market-place based on new the pattern of Distributed Ledger Technologies HEDERA ‐ HASH‐GRAPH. ,"Keywords : hederaAPI, node js,express, prisma, graphql, apollo, type-graphql, docker, Gatsby, Figma, mongoDb, algolia",,,,,,,,
1022,Founding President,"['International human rights law', 'International relationship', 'Communication Policy and Media', 'Spirit of Synthesis and Analysis', 'Entrepreneurship', 'Leadership']","['The studies Center for development strategies is an association run by young people.', 'objective or: ', '1 - functionalize scientific research and conduct research and studies that provide strategies for national development and democracy.', '2 - helping young people to carry out development projects and create job opportunities.', '3 - training, development and follow-up of talented young leaders.', '4 - organized forums, meetings and cultural and sports events.', '5 - establishment means of exchange of studies and contribution to winning relations with scientific research centres and with national and international organizations and association.', '', 'General view:', 'The Centre des Études Stratégiques de développement is an association run by young people. It was founded in June 2013. It is an independent structure that is not subject to any party, it is located in Tunis. Our objectives are to achieve national development while developing development projects and creating work opportunities. Our association will allow strong support for talented young project creators and an important follow-up in each step which will promote the concept of democracy in civil society and institutions and will develop skills.', 'Vision: For a more liberated environment.', 'Message from the Association:', 'We, the Center for Strategic Development Studies, announce our commitment to improving the level of national development and ensuring democracy for society and institutions. Targeted development is based on economic, social and cultural empowerment for as many people as possible who will be able to participate in decision-making.']",The studies Center for development strategies is an association run by young people.,objective or: ,1 - functionalize scientific research and conduct research and studies that provide strategies for national development and democracy.,2 - helping young people to carry out development projects and create job opportunities.,"3 - training, development and follow-up of talented young leaders.","4 - organized forums, meetings and cultural and sports events.",5 - establishment means of exchange of studies and contribution to winning relations with scientific research centres and with national and international organizations and association.,,General view:,"The Centre des Études Stratégiques de développement is an association run by young people. It was founded in June 2013. It is an independent structure that is not subject to any party, it is located in Tunis. Our objectives are to achieve national development while developing development projects and creating work opportunities. Our association will allow strong support for talented young project creators and an important follow-up in each step which will promote the concept of democracy in civil society and institutions and will develop skills."
1023,Machining Technician Expert,"['PowerMill', 'AutoCAD', 'CATIA', 'Mastercam', 'DP ESPRIT', 'CNC Programming']","['- Read and interpret engineering drawing and blueprints.', '- Verification of new product designs to verify their functionality and tools required.', '- Create multi-axis CNC programs for twin turret lathes, 4 axis mills using CAD/CAM software, ', 'Mastercam, AutoCAD.', '- Analysis of the program using Vericut and CIMCO.', '- Program, set up and operate a variety of conventional and CNC machines... ', 'Control.', '- Performs precision work to exact tolerances for Tools R&D and/or Production Engineering.', '- Development of concepts, ideas, and methods for solving milling / machining problems.', '- Mount, install, align, and secure tools, attachments, fixtures, and work-pieces on machines, using ', 'hand tools and precision measuring instruments.', '- Transfer programs from servers to CNC machines, using computer network links, USB drives.', '- Verify dimensions of products for accuracy and conformity to specifications using precision ', 'measuring instruments.', '- Communicate effectively with Manufacturing Engineering, Product Development Engineering, plant ', 'personnel and individuals outside the company.', '- Reducing the cycle time, ensuring the quality of the product, minimizing tools consumption.']",- Read and interpret engineering drawing and blueprints.,- Verification of new product designs to verify their functionality and tools required.,"- Create multi-axis CNC programs for twin turret lathes, 4 axis mills using CAD/CAM software, ","Mastercam, AutoCAD.",- Analysis of the program using Vericut and CIMCO.,"- Program, set up and operate a variety of conventional and CNC machines... ",Control.,- Performs precision work to exact tolerances for Tools R&D and/or Production Engineering.,"- Development of concepts, ideas, and methods for solving milling / machining problems.","- Mount, install, align, and secure tools, attachments, fixtures, and work-pieces on machines, using "
1024,Full-stack Developer,"['React', 'ASP.NET', 'Microsoft SQL Server', 'AngularJS', 'REST APIs', 'MySQL']","['Design and development of a web application (Front and Back) that allows the user to consult and create personalized diets composed of a set of meals based on recipes that he can also browse through the site, consult all the matching nutritional information and obtain the shopping list of the ingredients necessary for his diet.']","Design and development of a web application (Front and Back) that allows the user to consult and create personalized diets composed of a set of meals based on recipes that he can also browse through the site, consult all the matching nutritional information and obtain the shopping list of the ingredients necessary for his diet.",,,,,,,,,
1025,Senior Project Manager,"['Analytical Skills', 'Project Management', 'Strategy', 'Physical Asset Management', 'Investment Management', 'Business English']","['- Structure of a commercial offer and marketing support for asset management services', '- Development of investment strategies and commercial offers for the management of industrial assets', '- Research of IT solutions to improve the operation of industrial asset management services.', '- 2nd place in an intrapreunariate project competition focused on resilience to climate change', '- Creation of digital twin solution for infrastructure']",- Structure of a commercial offer and marketing support for asset management services,- Development of investment strategies and commercial offers for the management of industrial assets,- Research of IT solutions to improve the operation of industrial asset management services.,- 2nd place in an intrapreunariate project competition focused on resilience to climate change,- Creation of digital twin solution for infrastructure,,,,,
1026,Full Stack Developer,"['React.js', 'Git', 'Communication', 'Node.js', 'Express.js', 'Creativity']","['Graduate internship, currently: ', "" • Implementing and improving features for different clients' apps.""]","Graduate internship, currently: ", • Implementing and improving features for different clients' apps.,,,,,,,,
1027,Digital Activator,"['Customer analysis', 'Linux System Administration', 'JavaScript', 'PHP', 'E-commerce', 'Marketing strategy']","['France Num is the government initiative for the digital transformation of TPEs/SMEs led by the Directorate-General for Enterprise. France Num provides practical resources, financial aid and a network of advisers (""activators"") which are active throughout the country. The action programme was built in partnership with Regions de France, all regions and professional organisations and is based on the recommendations of the Conseil national du numérique.']","France Num is the government initiative for the digital transformation of TPEs/SMEs led by the Directorate-General for Enterprise. France Num provides practical resources, financial aid and a network of advisers (""activators"") which are active throughout the country. The action programme was built in partnership with Regions de France, all regions and professional organisations and is based on the recommendations of the Conseil national du numérique.",,,,,,,,,
1028,Accountant,"['Team spirit', 'Cocktails', 'Adobe Photoshop', 'Adobe InDesign', 'Microsoft Office', 'SketchUp']",['unknown'],unknown,,,,,,,,,
1029,Delivery Senior Analyst,"['Project management', 'Spirit of innovation', 'Team spirit', 'Manufacturing Engineering', 'Business Transformation', 'Business Process Improvement']","['Delivery Lead for a PLM project', '• Acting as Release Train Engineer', '• Primary SAFe Agile Implementation', '• Creation of an Agile Release Train', '• Managing Risks and Opportunities ', '', 'Leads Solution Architects support', '• Drumbeat & Synchronize Leads Solution Architects ', '• Support multiple teams to boost customer deliverables  ', '• Ensure link between Business and IT teams']",Delivery Lead for a PLM project,• Acting as Release Train Engineer,• Primary SAFe Agile Implementation,• Creation of an Agile Release Train,• Managing Risks and Opportunities ,,Leads Solution Architects support,• Drumbeat & Synchronize Leads Solution Architects ,• Support multiple teams to boost customer deliverables  ,• Ensure link between Business and IT teams
